Date,Value,Anomaly,State
201601,44.5,2.2,California
201602,51.8,6.5,California
201603,52.5,3.7,California
201604,57.9,3.9,California
201605,62.2,1.5,California
201606,73.5,5.2,California
201607,76.8,2.1,California
201608,76.2,2.5,California
201609,69.5,1,California
201610,60.5,1,California
201611,52.8,3.3,California
201612,43.4,0.3,California
201701,42.2,-0.1,California
201702,47.3,2,California
201703,53.4,4.6,California
201704,55.6,1.6,California
201705,63.4,2.7,California
201706,72.8,4.5,California
201707,78.8,4.1,California
201708,77.9,4.2,California
201709,69.8,1.3,California
201710,62,2.5,California
201711,53.4,3.9,California
201712,47.5,4.4,California
201801,48.9,6.6,California
201802,46.6,1.3,California
201803,49,0.2,California
201804,57.2,3.2,California
201805,63,2.3,California
201806,71.4,3.1,California
201807,79.6,4.9,California
201808,76.4,2.7,California
201809,71.1,2.6,California
201810,60.9,1.4,California
201811,52.6,3.1,California
201812,44.8,1.7,California
201901,46.1,3.8,California
201902,40.6,-4.7,California
201903,48.9,0.1,California
201904,58.2,4.2,California
201905,58.6,-2.1,California
201906,71.1,2.8,California
201907,75.5,0.8,California
201908,76.8,3.1,California
201909,68.9,0.4,California
201910,58.8,-0.7,California
201911,53,3.5,California
201912,44.4,1.3,California
202001,45.3,3,California
202002,49.2,3.9,California
202003,48,-0.8,California
202004,56.6,2.6,California
202005,64.6,3.9,California
202006,70.4,2.1,California
202007,76.6,1.9,California
202008,78.9,5.2,California
202009,74,5.5,California
202010,66.2,6.7,California
202011,50.9,1.4,California
202012,45.5,2.4,California
202101,45.5,3.2,California
202102,47.4,2.1,California
202103,48.2,-0.6,California
202104,58.2,4.2,California
202105,64.6,3.9,California
202106,74.9,6.6,California
202107,79.9,5.2,California
202108,77.1,3.4,California
202109,72.2,3.7,California
202110,58.2,-1.3,California
202111,54.6,5.1,California
202112,43.5,0.4,California
