Date,Value,Anomaly,State
201601,29.7,4.3,Connecticut
201602,32,5.7,Connecticut
201603,43.2,7.8,Connecticut
201604,46.8,0.8,Connecticut
201605,58.4,1.6,Connecticut
201606,67.4,2,Connecticut
201607,74.1,3.4,Connecticut
201608,73.9,5.3,Connecticut
201609,66.2,4.7,Connecticut
201610,53.5,2.5,Connecticut
201611,43.5,3.3,Connecticut
201612,32.6,3.4,Connecticut
201701,32.7,7.3,Connecticut
201702,34.6,8.3,Connecticut
201703,33.4,-2,Connecticut
201704,51.8,5.8,Connecticut
201705,56.7,-0.1,Connecticut
201706,67,1.6,Connecticut
201707,71.5,0.8,Connecticut
201708,69.1,0.5,Connecticut
201709,66,4.5,Connecticut
201710,58.6,7.6,Connecticut
201711,41,0.8,Connecticut
201712,28.7,-0.5,Connecticut
201801,25.4,0,Connecticut
201802,35.7,9.4,Connecticut
201803,36.4,1,Connecticut
201804,43.4,-2.6,Connecticut
201805,62.2,5.4,Connecticut
201806,66.4,1,Connecticut
201807,74,3.3,Connecticut
201808,74.3,5.7,Connecticut
201809,66.1,4.6,Connecticut
201810,52.3,1.3,Connecticut
201811,39.1,-1.1,Connecticut
201812,33.8,4.6,Connecticut
201901,27,1.6,Connecticut
201902,30.2,3.9,Connecticut
201903,35,-0.4,Connecticut
201904,49.1,3.1,Connecticut
201905,57.1,0.3,Connecticut
201906,66.5,1.1,Connecticut
201907,74.9,4.2,Connecticut
201908,70.6,2,Connecticut
201909,63.2,1.7,Connecticut
201910,53.6,2.6,Connecticut
201911,38.1,-2.1,Connecticut
201912,31.7,2.5,Connecticut
202001,33,7.6,Connecticut
202002,33.9,7.6,Connecticut
202003,41.4,6,Connecticut
202004,44.4,-1.6,Connecticut
202005,56.4,-0.4,Connecticut
202006,68.4,3,Connecticut
202007,75.6,4.9,Connecticut
202008,72.6,4,Connecticut
202009,63.5,2,Connecticut
202010,53.2,2.2,Connecticut
202011,45.4,5.2,Connecticut
202012,33.6,4.4,Connecticut
202101,29.2,3.8,Connecticut
202102,28.5,2.2,Connecticut
202103,39.3,3.9,Connecticut
202104,48.8,2.8,Connecticut
202105,57.8,1,Connecticut
202106,69.2,3.8,Connecticut
202107,71.1,0.4,Connecticut
202108,72.8,4.2,Connecticut
202109,65.2,3.7,Connecticut
202110,56.8,5.8,Connecticut
202111,41,0.8,Connecticut
202112,37.1,7.9,Connecticut
