Date,Value,Anomaly,State
201601,16.2,3.8,Wisconsin
201602,22.6,6.2,Wisconsin
201603,36.8,8.5,Wisconsin
201604,42.9,0.3,Wisconsin
201605,56.1,1.5,Wisconsin
201606,65.8,1.7,Wisconsin
201607,69.9,1,Wisconsin
201608,69.5,3.1,Wisconsin
201609,62.6,4.6,Wisconsin
201610,50.4,3.6,Wisconsin
201611,41.6,10,Wisconsin
201612,19.9,1.8,Wisconsin
201701,19.4,7,Wisconsin
201702,27.8,11.4,Wisconsin
201703,30.2,1.9,Wisconsin
201704,46.4,3.8,Wisconsin
201705,53.3,-1.3,Wisconsin
201706,65.6,1.5,Wisconsin
201707,68.8,-0.1,Wisconsin
201708,64.2,-2.2,Wisconsin
201709,62.2,4.2,Wisconsin
201710,50,3.2,Wisconsin
201711,31.4,-0.2,Wisconsin
201712,17.3,-0.8,Wisconsin
201801,15.2,2.8,Wisconsin
201802,16.1,-0.3,Wisconsin
201803,29.7,1.4,Wisconsin
201804,33.5,-9.1,Wisconsin
201805,62,7.4,Wisconsin
201806,66.5,2.4,Wisconsin
201807,69.8,0.9,Wisconsin
201808,68.5,2.1,Wisconsin
201809,61.2,3.2,Wisconsin
201810,43.6,-3.2,Wisconsin
201811,27.3,-4.3,Wisconsin
201812,25.1,7,Wisconsin
201901,13.1,0.7,Wisconsin
201902,13.5,-2.9,Wisconsin
201903,25.7,-2.6,Wisconsin
201904,42.4,-0.2,Wisconsin
201905,51.8,-2.8,Wisconsin
201906,63.6,-0.5,Wisconsin
201907,71.3,2.4,Wisconsin
201908,65.6,-0.8,Wisconsin
201909,62,4,Wisconsin
201910,45,-1.8,Wisconsin
201911,28.2,-3.4,Wisconsin
201912,23.5,5.4,Wisconsin
202001,21.5,9.1,Wisconsin
202002,19.2,2.8,Wisconsin
202003,34.3,6,Wisconsin
202004,40.7,-1.9,Wisconsin
202005,54.1,-0.5,Wisconsin
202006,66.5,2.4,Wisconsin
202007,71.9,3,Wisconsin
202008,68.3,1.9,Wisconsin
202009,57.3,-0.7,Wisconsin
202010,41.3,-5.5,Wisconsin
202011,38.6,7,Wisconsin
202012,24.2,6.1,Wisconsin
202101,20.2,7.8,Wisconsin
202102,10.7,-5.7,Wisconsin
202103,36.9,8.6,Wisconsin
202104,44.9,2.3,Wisconsin
202105,54.8,0.2,Wisconsin
202106,69.3,5.2,Wisconsin
202107,69.4,0.5,Wisconsin
202108,69.2,2.8,Wisconsin
202109,61.1,3.1,Wisconsin
202110,53.5,6.7,Wisconsin
202111,33.9,2.3,Wisconsin
202112,24.8,6.7,Wisconsin
