Date,Value,Anomaly,State
201601,33.1,2.9,Oregon
201602,40.2,6.1,Oregon
201603,41.2,2.9,Oregon
201604,50.1,6.2,Oregon
201605,53.2,2.7,Oregon
201606,60.5,3.3,Oregon
201607,64.4,-0.4,Oregon
201608,66.7,2.8,Oregon
201609,57.1,-0.2,Oregon
201610,48.1,0,Oregon
201611,43.2,5.5,Oregon
201612,27.4,-4.4,Oregon
201701,26.7,-3.5,Oregon
201702,34.8,0.7,Oregon
201703,41.6,3.3,Oregon
201704,42.9,-1,Oregon
201705,52.9,2.4,Oregon
201706,59.9,2.7,Oregon
201707,69.2,4.4,Oregon
201708,69.6,5.7,Oregon
201709,59.6,2.3,Oregon
201710,47,-1.1,Oregon
201711,39.3,1.6,Oregon
201712,32.9,1.1,Oregon
201801,37.5,7.3,Oregon
201802,33.2,-0.9,Oregon
201803,38.4,0.1,Oregon
201804,45,1.1,Oregon
201805,55.4,4.9,Oregon
201806,58.5,1.3,Oregon
201807,69,4.2,Oregon
201808,66.5,2.6,Oregon
201809,57.4,0.1,Oregon
201810,48.8,0.7,Oregon
201811,39.3,1.6,Oregon
201812,32.3,0.5,Oregon
201901,35.3,5.1,Oregon
201902,28.8,-5.3,Oregon
201903,37.3,-1,Oregon
201904,46.1,2.2,Oregon
201905,52.7,2.2,Oregon
201906,59,1.8,Oregon
201907,64.9,0.1,Oregon
201908,67.1,3.2,Oregon
201909,56.6,-0.7,Oregon
201910,43.2,-4.9,Oregon
201911,40.5,2.8,Oregon
201912,34.2,2.4,Oregon
202001,34.9,4.7,Oregon
202002,35.8,1.7,Oregon
202003,38.8,0.5,Oregon
202004,46.3,2.4,Oregon
202005,52.6,2.1,Oregon
202006,57.9,0.7,Oregon
202007,66,1.2,Oregon
202008,67.2,3.3,Oregon
202009,62.6,5.3,Oregon
202010,51.3,3.2,Oregon
202011,38.3,0.6,Oregon
202012,34.2,2.4,Oregon
202101,34.8,4.6,Oregon
202102,33.6,-0.5,Oregon
202103,38.9,0.6,Oregon
202104,46.5,2.6,Oregon
202105,52,1.5,Oregon
202106,65.2,8,Oregon
202107,71.4,6.6,Oregon
202108,66.4,2.5,Oregon
202109,59.4,2.1,Oregon
202110,47.6,-0.5,Oregon
202111,41.9,4.2,Oregon
202112,32.4,0.6,Oregon
