Date,Value,Anomaly,State
201601,33.1,-1.7,Virginia
201602,38.4,1.7,Virginia
201603,51.8,7.1,Virginia
201604,55.1,1.1,Virginia
201605,61.9,-1.3,Virginia
201606,71.8,0.9,Virginia
201607,77.3,2.6,Virginia
201608,77,3.9,Virginia
201609,71.8,4.7,Virginia
201610,59.8,3.6,Virginia
201611,48.3,2.8,Virginia
201612,39.1,2.3,Virginia
201701,40.1,5.3,Virginia
201702,46,9.3,Virginia
201703,45.9,1.2,Virginia
201704,60.6,6.6,Virginia
201705,63.4,0.2,Virginia
201706,71.2,0.3,Virginia
201707,76.8,2.1,Virginia
201708,72.8,-0.3,Virginia
201709,67.4,0.3,Virginia
201710,60.2,4,Virginia
201711,46.1,0.6,Virginia
201712,37.2,0.4,Virginia
201801,31.8,-3,Virginia
201802,45.2,8.5,Virginia
201803,41.2,-3.5,Virginia
201804,52.2,-1.8,Virginia
201805,69.7,6.5,Virginia
201806,73.1,2.2,Virginia
201807,75.1,0.4,Virginia
201808,75.2,2.1,Virginia
201809,72.8,5.7,Virginia
201810,59,2.8,Virginia
201811,43.8,-1.7,Virginia
201812,39.7,2.9,Virginia
201901,36.3,1.5,Virginia
201902,41.8,5.1,Virginia
201903,43.9,-0.8,Virginia
201904,58.1,4.1,Virginia
201905,68.9,5.7,Virginia
201906,71.2,0.3,Virginia
201907,77.1,2.4,Virginia
201908,74.7,1.6,Virginia
201909,72.5,5.4,Virginia
201910,60.6,4.4,Virginia
201911,43.1,-2.4,Virginia
201912,41.5,4.7,Virginia
202001,40.6,5.8,Virginia
202002,42.4,5.7,Virginia
202003,51.7,7,Virginia
202004,53.3,-0.7,Virginia
202005,60.5,-2.7,Virginia
202006,71.3,0.4,Virginia
202007,78.7,4,Virginia
202008,75.5,2.4,Virginia
202009,66.4,-0.7,Virginia
202010,59,2.8,Virginia
202011,51.3,5.8,Virginia
202012,38.4,1.6,Virginia
202101,36.6,1.8,Virginia
202102,36.6,-0.1,Virginia
202103,48.5,3.8,Virginia
202104,55.3,1.3,Virginia
202105,62.3,-0.9,Virginia
202106,72,1.1,Virginia
202107,75.9,1.2,Virginia
202108,76.3,3.2,Virginia
202109,68.5,1.4,Virginia
202110,62.4,6.2,Virginia
202111,44.5,-1,Virginia
202112,45.8,9,Virginia
