Date,Value,Anomaly,State
201601,43,-2.1,Alabama
201602,49.8,1.8,Alabama
201603,59.7,4.6,Alabama
201604,63.6,0.8,Alabama
201605,70.2,-0.5,Alabama
201606,79.2,1.7,Alabama
201607,82,2.1,Alabama
201608,81.6,2.3,Alabama
201609,78.6,3.9,Alabama
201610,68.5,4.6,Alabama
201611,57.8,4.3,Alabama
201612,50.1,3.7,Alabama
201701,52.4,7.3,Alabama
201702,55.6,7.6,Alabama
201703,58.4,3.3,Alabama
201704,67.2,4.4,Alabama
201705,69.9,-0.8,Alabama
201706,75.8,-1.7,Alabama
201707,80.6,0.7,Alabama
201708,78.8,-0.5,Alabama
201709,73.4,-1.3,Alabama
201710,65.8,1.9,Alabama
201711,55.6,2.1,Alabama
201712,46.9,0.5,Alabama
201801,40.4,-4.7,Alabama
201802,58,10,Alabama
201803,55.4,0.3,Alabama
201804,59.5,-3.3,Alabama
201805,74.4,3.7,Alabama
201806,79.3,1.8,Alabama
201807,80.7,0.8,Alabama
201808,79.5,0.2,Alabama
201809,79.4,4.7,Alabama
201810,67.4,3.5,Alabama
201811,50.4,-3.1,Alabama
201812,49,2.6,Alabama
201901,46.5,1.4,Alabama
201902,56.1,8.1,Alabama
201903,55,-0.1,Alabama
201904,63.5,0.7,Alabama
201905,74.2,3.5,Alabama
201906,78.1,0.6,Alabama
201907,80.6,0.7,Alabama
201908,80.6,1.3,Alabama
201909,80.2,5.5,Alabama
201910,67.8,3.9,Alabama
201911,50.6,-2.9,Alabama
201912,51.3,4.9,Alabama
202001,49.5,4.4,Alabama
202002,51,3,Alabama
202003,63.5,8.4,Alabama
202004,62,-0.8,Alabama
202005,68.9,-1.8,Alabama
202006,76.9,-0.6,Alabama
202007,80.9,1,Alabama
202008,80.2,0.9,Alabama
202009,74.3,-0.4,Alabama
202010,66.9,3,Alabama
202011,58.4,4.9,Alabama
202012,45.9,-0.5,Alabama
202101,46.6,1.5,Alabama
202102,46.7,-1.3,Alabama
202103,59.6,4.5,Alabama
202104,61.7,-1.1,Alabama
202105,69.4,-1.3,Alabama
202106,77,-0.5,Alabama
202107,79.3,-0.6,Alabama
202108,79.9,0.6,Alabama
202109,73.9,-0.8,Alabama
202110,67.3,3.4,Alabama
202111,52.1,-1.4,Alabama
202112,56.8,10.4,Alabama
