Date,Value,Anomaly,State
201601,46.4,1,Texas
201602,54.4,5,Texas
201603,61.2,4.9,Texas
201604,66.1,1.3,Texas
201605,71.6,-0.9,Texas
201606,80.1,0.5,Texas
201607,85.4,3.1,Texas
201608,81.5,-0.4,Texas
201609,77.6,1.7,Texas
201610,70.9,4.8,Texas
201611,61,6.4,Texas
201612,49.6,2.7,Texas
201701,50.8,5.4,Texas
201702,58.4,9,Texas
201703,63.6,7.3,Texas
201704,67.1,2.3,Texas
201705,72,-0.5,Texas
201706,80.6,1,Texas
201707,83.6,1.3,Texas
201708,80.6,-1.3,Texas
201709,76.5,0.6,Texas
201710,66.5,0.4,Texas
201711,60.3,5.7,Texas
201712,47.8,0.9,Texas
201801,43.8,-1.6,Texas
201802,52.3,2.9,Texas
201803,61.7,5.4,Texas
201804,63,-1.8,Texas
201805,78,5.5,Texas
201806,83.9,4.3,Texas
201807,84.5,2.2,Texas
201808,83,1.1,Texas
201809,76.2,0.3,Texas
201810,65.4,-0.7,Texas
201811,51.9,-2.7,Texas
201812,48.3,1.4,Texas
201901,47.2,1.8,Texas
201902,51.9,2.5,Texas
201903,55.7,-0.6,Texas
201904,65,0.2,Texas
201905,72.5,0,Texas
201906,79.1,-0.5,Texas
201907,82.8,0.5,Texas
201908,85.9,4,Texas
201909,81.5,5.6,Texas
201910,65.2,-0.9,Texas
201911,53.2,-1.4,Texas
201912,50.7,3.8,Texas
202001,50.7,5.3,Texas
202002,49.4,0,Texas
202003,63.2,6.9,Texas
202004,65.1,0.3,Texas
202005,74.6,2.1,Texas
202006,80.7,1.1,Texas
202007,85.2,2.9,Texas
202008,84.4,2.5,Texas
202009,74.1,-1.8,Texas
202010,65.9,-0.2,Texas
202011,60.6,6,Texas
202012,48.5,1.6,Texas
202101,47.3,1.9,Texas
202102,44,-5.4,Texas
202103,59.5,3.2,Texas
202104,63.7,-1.1,Texas
202105,71.9,-0.6,Texas
202106,80.3,0.7,Texas
202107,80.9,-1.4,Texas
202108,82,0.1,Texas
202109,78.3,2.4,Texas
202110,69.8,3.7,Texas
202111,57.4,2.8,Texas
202112,59,12.1,Texas
