Date,Value,Anomaly,State
201601,12.6,6.1,Minnesota
201602,19.9,7.8,Minnesota
201603,35.7,10.4,Minnesota
201604,42.5,1.2,Minnesota
201605,56.7,2.5,Minnesota
201606,65.6,1.9,Minnesota
201607,69.3,0.5,Minnesota
201608,68.1,1.8,Minnesota
201609,60.7,3.9,Minnesota
201610,48.2,3.2,Minnesota
201611,40.2,12.3,Minnesota
201612,15.3,2.4,Minnesota
201701,14.6,8.1,Minnesota
201702,23.9,11.8,Minnesota
201703,28.2,2.9,Minnesota
201704,44.4,3.1,Minnesota
201705,53.6,-0.6,Minnesota
201706,65,1.3,Minnesota
201707,69.2,0.4,Minnesota
201708,64,-2.3,Minnesota
201709,60.8,4,Minnesota
201710,47.1,2.1,Minnesota
201711,27.4,-0.5,Minnesota
201712,13.4,0.5,Minnesota
201801,10.4,3.9,Minnesota
201802,8.6,-3.5,Minnesota
201803,27.5,2.2,Minnesota
201804,32.7,-8.6,Minnesota
201805,61.1,6.9,Minnesota
201806,67,3.3,Minnesota
201807,69.7,0.9,Minnesota
201808,67.4,1.1,Minnesota
201809,59,2.2,Minnesota
201810,40.7,-4.3,Minnesota
201811,22.8,-5.1,Minnesota
201812,20.2,7.3,Minnesota
201901,6.6,0.1,Minnesota
201902,5.3,-6.8,Minnesota
201903,22.6,-2.7,Minnesota
201904,41.4,0.1,Minnesota
201905,50.5,-3.7,Minnesota
201906,64.4,0.7,Minnesota
201907,70.4,1.6,Minnesota
201908,65.2,-1.1,Minnesota
201909,60.2,3.4,Minnesota
201910,42.4,-2.6,Minnesota
201911,26,-1.9,Minnesota
201912,16.6,3.7,Minnesota
202001,14.1,7.6,Minnesota
202002,14,1.9,Minnesota
202003,30.4,5.1,Minnesota
202004,39.4,-1.9,Minnesota
202005,53.5,-0.7,Minnesota
202006,67.7,4,Minnesota
202007,71.3,2.5,Minnesota
202008,68.2,1.9,Minnesota
202009,56.5,-0.3,Minnesota
202010,38.9,-6.1,Minnesota
202011,33.9,6,Minnesota
202012,21,8.1,Minnesota
202101,18.3,11.8,Minnesota
202102,6.6,-5.5,Minnesota
202103,35.6,10.3,Minnesota
202104,42.2,0.9,Minnesota
202105,55.1,0.9,Minnesota
202106,69.9,6.2,Minnesota
202107,71.1,2.3,Minnesota
202108,69.4,3.1,Minnesota
202109,61.6,4.8,Minnesota
202110,51.4,6.4,Minnesota
202111,32.2,4.3,Minnesota
202112,18.1,5.2,Minnesota
