Date,Value,Anomaly,State
201601,26,3.9,Nebraska
201602,35,8.3,Nebraska
201603,43.9,8.1,Nebraska
201604,49.9,2.2,Nebraska
201605,57.2,-1.2,Nebraska
201606,73.3,5,Nebraska
201607,74.2,-0.3,Nebraska
201608,71.8,-0.5,Nebraska
201609,65,2.2,Nebraska
201610,55.4,4.6,Nebraska
201611,44.3,8.4,Nebraska
201612,23.8,-1.5,Nebraska
201701,24.8,2.7,Nebraska
201702,35.4,8.7,Nebraska
201703,42.2,6.4,Nebraska
201704,49.7,2,Nebraska
201705,57,-1.4,Nebraska
201706,70.7,2.4,Nebraska
201707,76.8,2.3,Nebraska
201708,69,-3.3,Nebraska
201709,65,2.2,Nebraska
201710,51,0.2,Nebraska
201711,39.9,4,Nebraska
201712,26.6,1.3,Nebraska
201801,23,0.9,Nebraska
201802,21.7,-5,Nebraska
201803,38.5,2.7,Nebraska
201804,41.2,-6.5,Nebraska
201805,63.8,5.4,Nebraska
201806,72.2,3.9,Nebraska
201807,73.4,-1.1,Nebraska
201808,70.8,-1.5,Nebraska
201809,65.7,2.9,Nebraska
201810,47.2,-3.6,Nebraska
201811,33.5,-2.4,Nebraska
201812,28.1,2.8,Nebraska
201901,26.4,4.3,Nebraska
201902,17.2,-9.5,Nebraska
201903,31.7,-4.1,Nebraska
201904,49.2,1.5,Nebraska
201905,53.5,-4.9,Nebraska
201906,68,-0.3,Nebraska
201907,74.5,0,Nebraska
201908,71.5,-0.8,Nebraska
201909,68.3,5.5,Nebraska
201910,44.2,-6.6,Nebraska
201911,35.2,-0.7,Nebraska
201912,30.2,4.9,Nebraska
202001,27.2,5.1,Nebraska
202002,29.6,2.9,Nebraska
202003,41.1,5.3,Nebraska
202004,46.1,-1.6,Nebraska
202005,56.8,-1.6,Nebraska
202006,73.5,5.2,Nebraska
202007,75.3,0.8,Nebraska
202008,74,1.7,Nebraska
202009,62.7,-0.1,Nebraska
202010,46.4,-4.4,Nebraska
202011,42.6,6.7,Nebraska
202012,31.3,6,Nebraska
202101,29.2,7.1,Nebraska
202102,16.5,-10.2,Nebraska
202103,42.6,6.8,Nebraska
202104,47,-0.7,Nebraska
202105,57.9,-0.5,Nebraska
202106,72.8,4.5,Nebraska
202107,75,0.5,Nebraska
202108,74.3,2,Nebraska
202109,67.6,4.8,Nebraska
202110,53.1,2.3,Nebraska
202111,42.6,6.7,Nebraska
202112,33.7,8.4,Nebraska
