Date,Value,Anomaly,State
201601,44.4,-1.7,Georgia
201602,50,1.4,Georgia
201603,60.9,5.5,Georgia
201604,63.9,0.9,Georgia
201605,70.8,-0.2,Georgia
201606,79.7,2.3,Georgia
201607,82.8,3.1,Georgia
201608,81.6,2.6,Georgia
201609,77.5,3,Georgia
201610,67.8,3.6,Georgia
201611,58,3.8,Georgia
201612,52.1,5,Georgia
201701,53.2,7.1,Georgia
201702,56.5,7.9,Georgia
201703,58,2.6,Georgia
201704,67.5,4.5,Georgia
201705,71.4,0.4,Georgia
201706,76.6,-0.8,Georgia
201707,80.6,0.9,Georgia
201708,79.4,0.4,Georgia
201709,74,-0.5,Georgia
201710,67,2.8,Georgia
201711,56.4,2.2,Georgia
201712,49.3,2.2,Georgia
201801,42.5,-3.6,Georgia
201802,59.2,10.6,Georgia
201803,54.5,-0.9,Georgia
201804,60.6,-2.4,Georgia
201805,73.7,2.7,Georgia
201806,79.3,1.9,Georgia
201807,80.2,0.5,Georgia
201808,79.4,0.4,Georgia
201809,79.8,5.3,Georgia
201810,68.4,4.2,Georgia
201811,53.2,-1,Georgia
201812,50.2,3.1,Georgia
201901,48.2,2.1,Georgia
201902,56.1,7.5,Georgia
201903,56.3,0.9,Georgia
201904,64.6,1.6,Georgia
201905,75.7,4.7,Georgia
201906,78.1,0.7,Georgia
201907,81,1.3,Georgia
201908,80.7,1.7,Georgia
201909,79.1,4.6,Georgia
201910,69.7,5.5,Georgia
201911,52.8,-1.4,Georgia
201912,52.3,5.2,Georgia
202001,51.4,5.3,Georgia
202002,51.9,3.3,Georgia
202003,63.1,7.7,Georgia
202004,63.1,0.1,Georgia
202005,69.4,-1.6,Georgia
202006,76.9,-0.5,Georgia
202007,81.5,1.8,Georgia
202008,80.4,1.4,Georgia
202009,74.3,-0.2,Georgia
202010,68.5,4.3,Georgia
202011,60.4,6.2,Georgia
202012,46.4,-0.7,Georgia
202101,47.6,1.5,Georgia
202102,49.5,0.9,Georgia
202103,59.8,4.4,Georgia
202104,62,-1,Georgia
202105,69.5,-1.5,Georgia
202106,77,-0.4,Georgia
202107,79.3,-0.4,Georgia
202108,79.9,0.9,Georgia
202109,73.7,-0.8,Georgia
202110,67.2,3,Georgia
202111,52.7,-1.5,Georgia
202112,56.5,9.4,Georgia
