Date,Value,Anomaly,State
201601,48.8,-0.5,Louisiana
201602,55.1,2.7,Louisiana
201603,63.8,4.8,Louisiana
201604,68.2,1.9,Louisiana
201605,73.3,-0.1,Louisiana
201606,80.9,1.1,Louisiana
201607,83.7,1.8,Louisiana
201608,82.4,0.8,Louisiana
201609,80.2,3,Louisiana
201610,71.4,3.9,Louisiana
201611,62.4,5,Louisiana
201612,54.7,3.8,Louisiana
201701,56.8,7.5,Louisiana
201702,61.7,9.3,Louisiana
201703,64.4,5.4,Louisiana
201704,69.4,3.1,Louisiana
201705,71.8,-1.6,Louisiana
201706,78.5,-1.3,Louisiana
201707,82.4,0.5,Louisiana
201708,81,-0.6,Louisiana
201709,77,-0.2,Louisiana
201710,69.2,1.7,Louisiana
201711,61.6,4.2,Louisiana
201712,50.8,-0.1,Louisiana
201801,44.2,-5.1,Louisiana
201802,60.5,8.1,Louisiana
201803,62.2,3.2,Louisiana
201804,62.7,-3.6,Louisiana
201805,77.8,4.4,Louisiana
201806,82.1,2.3,Louisiana
201807,83.5,1.6,Louisiana
201808,82,0.4,Louisiana
201809,80.2,3,Louisiana
201810,70.7,3.2,Louisiana
201811,54.8,-2.6,Louisiana
201812,52.6,1.7,Louisiana
201901,49.9,0.6,Louisiana
201902,57.6,5.2,Louisiana
201903,58.2,-0.8,Louisiana
201904,65.2,-1.1,Louisiana
201905,76,2.6,Louisiana
201906,80.2,0.4,Louisiana
201907,81.8,-0.1,Louisiana
201908,83.5,1.9,Louisiana
201909,82.2,5,Louisiana
201910,69.1,1.6,Louisiana
201911,54.7,-2.7,Louisiana
201912,54.1,3.2,Louisiana
202001,53.7,4.4,Louisiana
202002,54,1.6,Louisiana
202003,67.3,8.3,Louisiana
202004,66.6,0.3,Louisiana
202005,73,-0.4,Louisiana
202006,79.7,-0.1,Louisiana
202007,82.8,0.9,Louisiana
202008,82.2,0.6,Louisiana
202009,77.6,0.4,Louisiana
202010,68.2,0.7,Louisiana
202011,61.9,4.5,Louisiana
202012,50.9,0,Louisiana
202101,50.6,1.3,Louisiana
202102,47.8,-4.6,Louisiana
202103,62.2,3.2,Louisiana
202104,65,-1.3,Louisiana
202105,72.2,-1.2,Louisiana
202106,80.3,0.5,Louisiana
202107,81.8,-0.1,Louisiana
202108,82.6,1,Louisiana
202109,76.9,-0.3,Louisiana
202110,71.6,4.1,Louisiana
202111,56.3,-1.1,Louisiana
202112,62.4,11.5,Louisiana
