Date,Value,Anomaly,State
201601,27.5,1,Indiana
201602,33.9,4.5,Indiana
201603,47.3,7.8,Indiana
201604,52,1.4,Indiana
201605,60.6,-0.7,Indiana
201606,72.9,2.4,Indiana
201607,74.6,0.1,Indiana
201608,75.7,3.4,Indiana
201609,69.9,4.2,Indiana
201610,59.5,5.6,Indiana
201611,47,5.9,Indiana
201612,29.8,-0.5,Indiana
201701,33.8,7.3,Indiana
201702,41.3,11.9,Indiana
201703,42.6,3.1,Indiana
201704,57,6.4,Indiana
201705,60.9,-0.4,Indiana
201706,71.1,0.6,Indiana
201707,74.2,-0.3,Indiana
201708,70,-2.3,Indiana
201709,67.2,1.5,Indiana
201710,57.6,3.7,Indiana
201711,42.4,1.3,Indiana
201712,29.6,-0.7,Indiana
201801,24.5,-2,Indiana
201802,35.1,5.7,Indiana
201803,38.2,-1.3,Indiana
201804,45.1,-5.5,Indiana
201805,69.7,8.4,Indiana
201806,73.4,2.9,Indiana
201807,74.1,-0.4,Indiana
201808,74,1.7,Indiana
201809,69.9,4.2,Indiana
201810,54.9,1,Indiana
201811,36.8,-4.3,Indiana
201812,35.4,5.1,Indiana
201901,27,0.5,Indiana
201902,32.3,2.9,Indiana
201903,37.2,-2.3,Indiana
201904,52.2,1.6,Indiana
201905,62.6,1.3,Indiana
201906,69.9,-0.6,Indiana
201907,76.3,1.8,Indiana
201908,72.3,0,Indiana
201909,70.8,5.1,Indiana
201910,55.5,1.6,Indiana
201911,36.5,-4.6,Indiana
201912,36.2,5.9,Indiana
202001,34.3,7.8,Indiana
202002,32.8,3.4,Indiana
202003,44.6,5.1,Indiana
202004,48.9,-1.7,Indiana
202005,59.7,-1.6,Indiana
202006,72.1,1.6,Indiana
202007,76.5,2,Indiana
202008,72,-0.3,Indiana
202009,65.2,-0.5,Indiana
202010,53.1,-0.8,Indiana
202011,46.7,5.6,Indiana
202012,33.6,3.3,Indiana
202101,30.5,4,Indiana
202102,23.7,-5.7,Indiana
202103,45.8,6.3,Indiana
202104,51.9,1.3,Indiana
202105,59.6,-1.7,Indiana
202106,72.6,2.1,Indiana
202107,73.7,-0.8,Indiana
202108,75.1,2.8,Indiana
202109,68.4,2.7,Indiana
202110,60.2,6.3,Indiana
202111,40,-1.1,Indiana
202112,40.6,10.3,Indiana
